Rapporterat vetenskapligt namn	Vetenskapligt namn	DyntaxaID	FÃ¶rÃ¤ldrataxa	Antal rÃ¤knade rader i databasen	AphiaID	Match type	LSID	TSN	Qualitystatus	Taxon status	ScientificName	Authority	AphiaID_accepted	used_aphia_id	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies	isMarine	isBrackish	isFresh	isTerrestrial	Citation		
Anguilla anguilla	Anguilla anguilla	206063	Animalia - Chordata - Craniata - Vertebrata - Gnathostomata - Teleostomi - Osteichthyes - Actinopterygii - Neopterygii - Teleostei - Elopomorpha - Anguilliformes - Anguillidae - Anguilla - Anguilla anguilla	15	126281	exact	urn:lsid:marinespecies.org:taxname:126281	161128	Checked by Taxonomic Editor	accepted	Anguilla anguilla	(Linnaeus, 1758)	126281	126281	Anguilla anguilla	(Linnaeus, 1758)	Animalia	Chordata	Actinopteri	Anguilliformes	Anguillidae	Anguilla		anguilla		1	1	1	0	Froese, R. and D. Pauly. Editors. (2022). FishBase. Anguilla anguilla (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126281 on 2022-09-20		
Angulus tenuis	Macomangulus tenuis	218337	Animalia - Mollusca - Bivalvia - Heterodonta - Veneroida - Tellinidae - Tellininae - Macomangulus - Macomangulus tenuis	208	878470	exact	urn:lsid:marinespecies.org:taxname:878470		Checked by Taxonomic Editor	accepted	Macomangulus tenuis	(da Costa, 1778)	878470	878470	Macomangulus tenuis	(da Costa, 1778)	Animalia	Mollusca	Bivalvia	Cardiida	Tellinidae	Macomangulus		tenuis		1				MolluscaBase eds. (2022). MolluscaBase. Macomangulus tenuis (da Costa, 1778). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=878470 on 2022-09-20		
Animalia	Animalia	5000001	Animalia	168	2	exact	urn:lsid:marinespecies.org:taxname:2	202423	Checked by Taxonomic Editor: included in ERMS 1.1	accepted	Animalia		2	2	Animalia		Animalia									1	1	1	1	WoRMS (2022). Animalia. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2 on 2022-09-20		
Anisoptera	Anisoptera	2000871	Animalia - Arthropoda - Hexapoda - Insecta - Odonata - Anisoptera	51	890522	exact	urn:lsid:marinespecies.org:taxname:890522		Added by Database Management Team	accepted	Anisoptera	Selys, 1854	890522	890522	Anisoptera	Selys, 1854	Animalia	Arthropoda	Hexapoda	Odonata						0	1	1	1	WoRMS (2022). Anisoptera. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=890522 on 2022-09-20		
Ankistrodesmus arcuatus	Monoraphidium arcuatum	238753	Plantae - Viridiplantae - Chlorophyta - Chlorophyta - Chlorophyceae - Sphaeropleales - Selenastraceae - Monoraphidium - Monoraphidium arcuatum	357	558764	exact	urn:lsid:marinespecies.org:taxname:558764		Checked by Taxonomic Editor	unaccepted	Monoraphidium arcuatum	(Korshikov) Hindák, 1970	575733	575733	Ankistrodesmus arcuatus	Korshikov, 1953	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium		arcuatum		0	0	1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Monoraphidium arcuatum (Korshikov) Hindák, 1970. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=558764 on 2022-09-20		
Ankistrodesmus falcatus	Ankistrodesmus falcatus	238937	Plantae - Viridiplantae - Chlorophyta - Chlorophyta - Chlorophyceae - Sphaeropleales - Selenastraceae - Ankistrodesmus - Ankistrodesmus falcatus	29	163490	exact	urn:lsid:marinespecies.org:taxname:163490	5878	Checked by Taxonomic Editor	accepted	Ankistrodesmus falcatus	(Corda) Ralfs, 1848	163490	163490	Ankistrodesmus falcatus	(Corda) Ralfs, 1848	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Ankistrodesmus		falcatus		0	0	1	1	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ankistrodesmus falcatus (Corda) Ralfs, 1848. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=163490 on 2022-09-20		
Ankistrodesmus fusiformis	Ankistrodesmus fusiformis	238938	Plantae - Viridiplantae - Chlorophyta - Chlorophyta - Chlorophyceae - Sphaeropleales - Selenastraceae - Ankistrodesmus - Ankistrodesmus fusiformis	59	608578	exact	urn:lsid:marinespecies.org:taxname:608578	5893	Checked by Taxonomic Editor	accepted	Ankistrodesmus fusiformis	Corda, 1838	608578	608578	Ankistrodesmus fusiformis	Corda, 1838	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Ankistrodesmus		fusiformis		0	0	1	1	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ankistrodesmus fusiformis Corda, 1838. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=608578 on 2022-09-20		
Ankyra	Ankyra	1010719	Plantae - Viridiplantae - Chlorophyta - Chlorophyta - Chlorophyceae - Sphaeropleales - Characiaceae - Ankyra	4	572079	exact	urn:lsid:marinespecies.org:taxname:572079	5788	Checked by Taxonomic Editor	accepted	Ankyra	Fott, 1957	572079	572079	Ankyra	Fott, 1957	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Characiaceae	Ankyra						1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ankyra Fott, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=572079 on 2022-09-20		
Ankyra judayi	Ankyra judayi	257511	Plantae - Viridiplantae - Chlorophyta - Chlorophyta - Chlorophyceae - Sphaeropleales - Characiaceae - Ankyra - Ankyra judayi	27	572080	exact	urn:lsid:marinespecies.org:taxname:572080		Checked by Taxonomic Editor	accepted	Ankyra judayi	(G.M.Smith) Fott, 1957	572080	572080	Ankyra judayi	(G.M.Smith) Fott, 1957	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Characiaceae	Ankyra		judayi		0	0	1	0	Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ankyra judayi (G.M.Smith) Fott, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=572080 on 2022-09-20		
Ankyra lanceolata	Ankyra lanceolata	238717	Plantae - Viridiplantae - Chlorophyta - Chlorophyta - Chlorophyceae - Sphaeropleales - Characiaceae - Ankyra - Ankyra lanceolata	12	666617	exact	urn:lsid:marinespecies.org:taxname:666617		Checked by Taxonomic Editor	unaccepted	Ankyra lanceolata	(Korshikov) Fott, 1957	618770	618770	Lanceola spatulifera	(Korshikov) Hindák, 1988	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Characiaceae	Ankyra		lanceolata		0	0	1		Guiry, M.D. & Guiry, G.M. (2022). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ankyra lanceolata (Korshikov) Fott, 1957. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=666617 on 2022-09-20		
Annelida	Annelida	5000022	Animalia - Annelida	224	882	exact	urn:lsid:marinespecies.org:taxname:882	64357	Checked by Taxonomic Editor	accepted	Annelida	Lamarck, 1802 [as Annelides]	882	882	Annelida	Lamarck, 1802 [as Annelides]	Animalia	Annelida								1	1	1	1	WoRMS (2022). Annelida. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=882 on 2022-09-20		
Anobothrus gracilis	Anobothrus gracilis	227468	Animalia - Annelida - Polychaeta - Sedentaria - Canalipalpata - Terebellida - Terebelliformia - Ampharetidae - Anobothrus - Anobothrus gracilis	8052	129789	exact	urn:lsid:marinespecies.org:taxname:129789	67778	Checked by Taxonomic Editor	accepted	Anobothrus gracilis	(Malmgren, 1866)	129789	129789	Anobothrus gracilis	(Malmgren, 1866)	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae	Anobothrus		gracilis		1	0	0	0	"Read, G.; Fauchald, K. (Ed.) (2022). World Polychaeta Database. Anobothrus gracilis (Malmgren, 1866). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129789 on 2022-09-20"		
Anodonta	Anodonta	1005153	Animalia - Mollusca - Bivalvia - Palaeoheterodonta - Unionoida - Unionidae - Anodonta	85	224838	exact	urn:lsid:marinespecies.org:taxname:224838	79930	Checked by Taxonomic Editor	accepted	Anodonta	Lamarck, 1799	224838	224838	Anodonta	Lamarck, 1799	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta				0	0	1		MolluscaBase eds. (2022). MolluscaBase. Anodonta Lamarck, 1799. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=224838 on 2022-09-20		
Anodonta anatina	Anodonta anatina	106661	Animalia - Mollusca - Bivalvia - Palaeoheterodonta - Unionoida - Unionidae - Anodonta - Anodonta anatina	203	881461	exact	urn:lsid:marinespecies.org:taxname:881461		Checked by Taxonomic Editor	accepted	Anodonta anatina	(Linnaeus, 1758)	881461	881461	Anodonta anatina	(Linnaeus, 1758)	Animalia	Mollusca	Bivalvia	Unionida	Unionidae	Anodonta		anatina		0	1	1	0	MolluscaBase eds. (2022). MolluscaBase. Anodonta anatina (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=881461 on 2022-09-20		
Anomalocera patersoni	Anomalocera patersoni	236237	Animalia - Arthropoda - Crustacea - Maxillopoda - Copepoda - Calanoida - Pontellidae - Anomalocera - Anomalocera patersoni	12	104722	exact	urn:lsid:marinespecies.org:taxname:104722	86065	Checked by Taxonomic Editor	unaccepted	Anomalocera patersoni	Templeton, 1837	364368	364368	Anomalocera patersonii	Templeton, 1837	Animalia	Arthropoda	Copepoda	Calanoida	Pontellidae	Anomalocera		patersoni		1	0	0	0	"Walter, T.C.; Boxshall, G. (2022). World of Copepods Database. Anomalocera patersoni Templeton, 1837. Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=104722 on 2022-09-20"		
Anomiidae	Anomiidae	2000704	Animalia - Mollusca - Bivalvia - Pteriomorphia - Pectinoida - Anomiidae	39	214	exact	urn:lsid:marinespecies.org:taxname:214	79790	Checked by Taxonomic Editor	accepted	Anomiidae	Rafinesque, 1815	214	214	Anomiidae	Rafinesque, 1815	Animalia	Mollusca	Bivalvia	Pectinida	Anomiidae					1	1			MolluscaBase eds. (2022). MolluscaBase. Anomiidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=214 on 2022-09-20		
Anomura	Anomura	2003066	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Eucarida - Decapoda - Pleocyemata - Anomura	10	106671	exact	urn:lsid:marinespecies.org:taxname:106671	97698	Checked by Taxonomic Editor	accepted	Anomura	MacLeay, 1838	106671	106671	Anomura	MacLeay, 1838	Animalia	Arthropoda	Malacostraca	Decapoda						1	1	1	1	WoRMS (2022). Anomura. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=106671 on 2022-09-20		
Anonyx	Anonyx	1011665	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Lysianassoidea - Uristidae - Anonyx	3	101592	exact	urn:lsid:marinespecies.org:taxname:101592	94230	Checked by Taxonomic Editor	accepted	Anonyx	Krøyer, 1838	101592	101592	Anonyx	Krøyer, 1838	Animalia	Arthropoda	Malacostraca	Amphipoda	Uristidae	Anonyx				1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Anonyx Krøyer, 1838. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101592 on 2022-09-20"		
Anonyx sarsi	Anonyx sarsi	243493	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Amphipoda - Amphilochidea - Lysianassida - Lysianassoidea - Uristidae - Anonyx - Anonyx sarsi	3	102516	exact	urn:lsid:marinespecies.org:taxname:102516	94245	Checked by Taxonomic Editor	accepted	Anonyx sarsi	Steele & Brunel, 1968	102516	102516	Anonyx sarsi	Steele & Brunel, 1968	Animalia	Arthropoda	Malacostraca	Amphipoda	Uristidae	Anonyx		sarsi		1	0	0	0	"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Sket, B.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2022). World Amphipoda Database. Anonyx sarsi Steele & Brunel, 1968. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=102516 on 2022-09-20"		
Anoplodactylus petiolatus	Anoplodactylus petiolatus	245269	Animalia - Arthropoda - Chelicerata - Pycnogonida - Pantopoda - Anoplodactylidae - Anoplodactylus - Anoplodactylus petiolatus	70	134723	exact	urn:lsid:marinespecies.org:taxname:134723	83646	Checked by Taxonomic Editor	accepted	Anoplodactylus petiolatus	(Krøyer, 1844)	134723	134723	Anoplodactylus petiolatus	(Krøyer, 1844)	Animalia	Arthropoda	Pycnogonida	Pantopoda	Phoxichilidiidae	Anoplodactylus		petiolatus		1	0	0	0	"Bamber, R.N.; El Nagar, A.; Arango, C.P. (Eds) (2022). Pycnobase: World Pycnogonida Database. Anoplodactylus petiolatus (Krøyer, 1844). Accessed through: World Register of Marine Species at: https://marinespecies.org/aphia.php?p=taxdetails&id=134723 on 2022-09-20"		
Ansates pellucida	Patella pellucida	217934		5	147459	exact	urn:lsid:marinespecies.org:taxname:147459		Checked by Taxonomic Editor	accepted	Patella pellucida	Linnaeus, 1758	147459	147459	Patella pellucida	Linnaeus, 1758	Animalia	Mollusca	Gastropoda		Patellidae	Patella		pellucida		1	0	0	0	MolluscaBase eds. (2022). MolluscaBase. Patella pellucida Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147459 on 2022-09-20		
Antalis entale	Antalis entalis	218401	Animalia - Mollusca - Scaphopoda - Dentaliida - Dentaliidae - Antalis - Antalis entalis	20	150534	exact	urn:lsid:marinespecies.org:taxname:150534		Checked by Taxonomic Editor	accepted	Antalis entalis	(Linnaeus, 1758)	150534	150534	Antalis entalis	(Linnaeus, 1758)	Animalia	Mollusca	Scaphopoda	Dentaliida	Dentaliidae	Antalis		entalis		1				MolluscaBase eds. (2022). MolluscaBase. Antalis entalis (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=150534 on 2022-09-20		
Antedon	Antedon	1004741	Animalia - Echinodermata - Crinozoa - Crinoidea - Comatulida - Antedonidae - Antedon	5	123349	exact	urn:lsid:marinespecies.org:taxname:123349	158587	Checked by Taxonomic Editor	accepted	Antedon	de Fréminville, 1811	123349	123349	Antedon	de Fréminville, 1811	Animalia	Echinodermata	Crinoidea	Comatulida	Antedonidae	Antedon				1	0	0	0	Messing, C. (2022). World List of Crinoidea. Antedon de Fréminville, 1811. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=123349 on 2022-09-20		
Antedon petasus	Antedon petasus	217669	Animalia - Echinodermata - Crinozoa - Crinoidea - Comatulida - Antedonidae - Antedon - Antedon petasus	46	124210	exact	urn:lsid:marinespecies.org:taxname:124210	158589	Checked by Taxonomic Editor	accepted	Antedon petasus	(Düben & Koren, 1846)	124210	124210	Antedon petasus	(Düben & Koren, 1846)	Animalia	Echinodermata	Crinoidea	Comatulida	Antedonidae	Antedon		petasus		1	0	0	0	Messing, C. (2022). World List of Crinoidea. Antedon petasus (Düben & Koren, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=124210 on 2022-09-20		
Antho dichotoma	Antho dichotoma	218525	Animalia - Porifera - Demospongiae - Heteroscleromorpha - Poecilosclerida - Microcionidae - Ophlitaspongiinae - Antho - Antho dichotoma	29	132982	exact	urn:lsid:marinespecies.org:taxname:132982	203909	Checked by Taxonomic Editor	alternate representation	Antho dichotoma	(Linnaeus, 1767)	167882	167882	Antho (Antho) dichotoma	(Linnaeus, 1767)	Animalia	Porifera	Demospongiae	Poecilosclerida	Microcionidae	Antho		dichotoma		1	0	0	0	"de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Carballo, J.L.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Manconi, R.; Morrow, C.C. Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Vacelet, J.; van Soest, R.W.M. (2022). World Porifera Database. Antho dichotoma (Linnaeus, 1767). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=132982 on 2022-09-20"		
Anthomedusae	Anthoathecata	6006115	Animalia - Cnidaria - Hydrozoa - Hydroidolina - Anthoathecata	2	13551	exact	urn:lsid:marinespecies.org:taxname:13551	48741	Checked by Taxonomic Editor	accepted	Anthoathecata	Cornelius, 1992	13551	13551	Anthoathecata	Cornelius, 1992	Animalia	Cnidaria	Hydrozoa	Anthoathecata						1	1	1	0	WoRMS (2022). Anthoathecata. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=13551 on 2022-09-20		
Anthozoa	Anthozoa	4000008	Animalia - Cnidaria - Anthozoa	210	1292	exact	urn:lsid:marinespecies.org:taxname:1292	51938	Checked by Taxonomic Editor	accepted	Anthozoa	Ehrenberg, 1834	1292	1292	Anthozoa	Ehrenberg, 1834	Animalia	Cnidaria	Anthozoa							1	1		0	WoRMS (2022). Anthozoa. Accessed at: https://marinespecies.org/aphia.php?p=taxdetails&id=1292 on 2022-09-20		
Anthuridae	Anthuridae	2001583	Animalia - Arthropoda - Crustacea - Malacostraca - Eumalacostraca - Peracarida - Isopoda - Cymothoida - Anthuroidea - Anthuridae	22	118244	exact	urn:lsid:marinespecies.org:taxname:118244	92144	Checked by Taxonomic Editor	accepted	Anthuridae	Leach, 1814	118244	118244	Anthuridae	Leach, 1814	Animalia	Arthropoda	Malacostraca	Isopoda	Anthuridae					1	0	1	0	"Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2008 onwards). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Anthuridae Leach, 1814. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118244 on 2022-09-20"		
